id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
1661,78,Wiraswasta,454321,1st-4th,2,Janda,Pembersih,Laki2,0.0,0.0,20.0,0
1662,78,Wiraswasta,135566,SMA,9,Janda,Sales,Perempuan,32606000.0,0.0,12.0,0
1663,28,Wiraswasta,130067,Sarjana,13,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,1
1664,45,Pekerja Bebas Bukan Perusahan,216999,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
1665,39,Wiraswasta,167140,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
1666,51,Pekerja Bebas Bukan Perusahan,121548,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,25.0,0
1667,46,Pekerja Bebas Perusahaan,201865,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,60.0,1
1668,22,Wiraswasta,33087,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,45.0,0
1669,52,Wiraswasta,366232,9th,5,Cerai,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,0
1670,24,Wiraswasta,185452,Sarjana,13,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,50.0,0
1671,42,Pekerja Bebas Bukan Perusahan,83953,Pendidikan Tinggi,10,Menikah,Petani,Laki2,0.0,0.0,70.0,0
1672,28,Pemerintah Provinsi,298661,Sarjana,13,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,40.0,0
1673,26,Wiraswasta,378322,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1674,42,Wiraswasta,304605,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1675,41,Pekerja Bebas Bukan Perusahan,49572,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,0
1676,32,Wiraswasta,247328,5th-6th,3,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,0
1677,59,Pemerintah Lokal,171328,10th,6,Janda,Servis Lainnya,Perempuan,0.0,0.0,30.0,0
1678,51,Pekerja Bebas Bukan Perusahan,138200,D3,12,Belum Pernah Menikah,Petani,Perempuan,0.0,0.0,40.0,0
1679,25,Kelas Lain,100903,Sarjana,13,Menikah,Pekerjaan Lain,Perempuan,0.0,0.0,25.0,0
1680,22,Wiraswasta,120518,SMA,9,Janda,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
1681,35,Pekerja Bebas Bukan Perusahan,348771,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,36.0,0
1682,53,Wiraswasta,146378,5th-6th,3,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1683,42,Wiraswasta,38389,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,1
1684,18,Wiraswasta,301814,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,20.0,0
1685,38,Pemerintah Provinsi,68840,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
1686,55,Pemerintah Lokal,61708,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
1687,42,Wiraswasta,246011,Sarjana,13,Menikah,Spesialis,Perempuan,0.0,0.0,55.0,0
1688,44,Wiraswasta,94706,Sarjana,13,Menikah LDR,Sales,Laki2,0.0,0.0,40.0,0
1689,32,Wiraswasta,105938,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0.0,22428000.0,20.0,0
1690,42,Wiraswasta,127314,Sarjana,13,Menikah,Tech-support,Laki2,0.0,0.0,45.0,1
1691,39,Wiraswasta,38721,SMA,9,Cerai,Asisten Rumah Tangga,Perempuan,0.0,0.0,22.0,0
1692,48,Wiraswasta,105357,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,0
1693,36,Pemerintah Lokal,293358,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,48.0,0
1694,28,Wiraswasta,200733,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1695,43,Wiraswasta,160815,D4,11,Cerai,Spesialis,Perempuan,0.0,0.0,40.0,0
1696,32,Wiraswasta,153326,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
1697,63,Wiraswasta,440607,SD,1,Menikah,Spesialis,Laki2,0.0,0.0,30.0,0
1698,40,Wiraswasta,71738,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,46.0,1
1699,35,Wiraswasta,202950,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,1
1700,21,Kelas Lain,189888,D3,12,Belum Pernah Menikah,Pekerjaan Lain,Laki2,0.0,0.0,48.0,0
1701,59,Wiraswasta,193895,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
1702,22,Wiraswasta,196943,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1703,45,Pekerja Bebas Bukan Perusahan,165267,9th,5,Menikah,Supir,Laki2,0.0,0.0,40.0,0
1704,24,Wiraswasta,103064,Sarjana,13,Belum Pernah Menikah,Tech-support,Perempuan,51436000.0,0.0,40.0,0
1705,47,Wiraswasta,158924,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,1
1706,60,Kelas Lain,167978,SMA,9,Belum Pernah Menikah,Pekerjaan Lain,Perempuan,0.0,0.0,40.0,0
1707,25,Wiraswasta,60358,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
1708,19,Pekerja Bebas Bukan Perusahan,30800,10th,6,Menikah LDR,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
1709,34,Wiraswasta,35743,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
1710,25,Wiraswasta,95691,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,0
1711,30,Pekerja Bebas Bukan Perusahan,100252,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,60.0,0
1712,33,Wiraswasta,172579,SMA,9,Menikah,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,0
1713,19,Pemerintah Negara,136848,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,8.0,0
1714,39,Wiraswasta,288551,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,52.0,1
1715,37,Wiraswasta,282872,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,22792000.0,40.0,0
1716,46,Wiraswasta,273796,SMA,9,Menikah,Supir,Laki2,0.0,0.0,65.0,1
1717,36,Wiraswasta,107125,SMA,9,Menikah,Tech-support,Laki2,0.0,0.0,50.0,0
1718,45,Pekerja Bebas Bukan Perusahan,432824,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,102172000.0,0.0,90.0,1
1719,62,Wiraswasta,190273,SMA,9,Belum Pernah Menikah,Penjaga,Laki2,0.0,0.0,40.0,0
1720,32,Wiraswasta,269182,Pendidikan Tinggi,10,Berpisah,Tech-support,Perempuan,54418000.0,0.0,40.0,0
1721,59,Pekerja Bebas Bukan Perusahan,70623,7th-8th,4,Menikah,Sales,Laki2,0.0,0.0,85.0,0
1722,28,Wiraswasta,101774,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,25872000.0,50.0,1
1723,19,Wiraswasta,175820,11th,7,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,25.0,0
1724,61,Wiraswasta,80896,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,45.0,1
1725,39,Wiraswasta,286026,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,1
1726,47,Pemerintah Provinsi,471990,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
1727,58,Pemerintah Lokal,160586,SMA,9,Menikah,Petani,Laki2,0.0,0.0,40.0,0
1728,18,Wiraswasta,234953,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,25.0,0
1729,46,Pekerja Bebas Perusahaan,125892,Master,14,Menikah,Sales,Laki2,0.0,0.0,50.0,1
1730,47,Pemerintah Lokal,250745,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,32.0,0
1731,71,Wiraswasta,118876,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,14.0,0
1732,20,Wiraswasta,20057,Pendidikan Tinggi,10,Belum Pernah Menikah,Penjaga,Perempuan,0.0,0.0,40.0,0
1733,57,Wiraswasta,358628,D4,11,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
1734,35,Pekerja Bebas Bukan Perusahan,202027,Master,14,Menikah,Ekesekutif Managerial,Laki2,107632000.0,0.0,55.0,1
1735,47,Wiraswasta,116279,SMA,9,Cerai,Perbaikan Kerajinan,Perempuan,0.0,0.0,43.0,0
1736,23,Wiraswasta,164231,11th,7,Berpisah,Spesialis,Laki2,0.0,0.0,35.0,0
1737,35,Wiraswasta,32220,D3,12,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,60.0,0
1738,43,Wiraswasta,142725,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,26418000.0,80.0,1
1739,19,Wiraswasta,227491,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,0
1740,62,Kelas Lain,160155,7th-8th,4,Menikah,Pekerjaan Lain,Laki2,89852000.0,0.0,40.0,1
1741,35,Wiraswasta,342824,SMA,9,Belum Pernah Menikah,Tech-support,Perempuan,16114000.0,0.0,40.0,0
1742,58,Wiraswasta,234213,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,200816000.0,0.0,48.0,1
1743,39,Pekerja Bebas Perusahaan,189092,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,0
1744,26,Pekerja Bebas Perusahaan,97952,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,80.0,0
1745,64,Pekerja Bebas Bukan Perusahan,150121,Doktor,16,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,25.0,1
1746,38,Pemerintah Lokal,107513,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,0
1747,22,Wiraswasta,37932,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,25.0,0
1748,45,Pemerintah Negara,144351,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
1749,23,Pemerintah Negara,142547,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
1750,73,Kelas Lain,281907,11th,7,Menikah,Pekerjaan Lain,Laki2,0.0,0.0,3.0,0
1751,44,Wiraswasta,209093,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,0
1752,25,Wiraswasta,306666,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,45.0,0
1753,32,Wiraswasta,49398,Sarjana,13,Berpisah,Spesialis,Laki2,147280000.0,0.0,40.0,1
1754,24,Wiraswasta,285775,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
1755,40,Wiraswasta,208470,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1756,32,Wiraswasta,211028,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
1757,23,Wiraswasta,189017,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,55.0,0
1758,27,Wiraswasta,448841,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
1759,53,Wiraswasta,185407,SMA,9,Menikah,Pembersih,Laki2,0.0,0.0,40.0,1
1760,47,Wiraswasta,326857,D4,11,Menikah,Perbaikan Kerajinan,Laki2,70182000.0,0.0,40.0,0
1761,45,Wiraswasta,238567,SMA,9,Menikah,Sales,Laki2,210336000.0,0.0,50.0,1
1762,72,Kelas Lain,213255,SMA,9,Janda,Pekerjaan Lain,Perempuan,0.0,0.0,8.0,0
1763,64,Kelas Lain,239529,11th,7,Janda,Pekerjaan Lain,Perempuan,51436000.0,0.0,35.0,0
1764,25,Wiraswasta,32276,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,28.0,0
1765,31,Wiraswasta,201122,Sarjana,13,Menikah,Sales,Laki2,0.0,26628000.0,45.0,1
1766,22,Wiraswasta,133833,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,25.0,0
1767,32,Wiraswasta,206365,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
1768,52,Wiraswasta,25826,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0.0,26418000.0,47.0,1
1769,23,Wiraswasta,202284,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,20.0,0
1770,31,Wiraswasta,111567,SMA,9,Menikah,Supir,Laki2,0.0,25872000.0,50.0,1
1771,50,Wiraswasta,165050,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
1772,27,Wiraswasta,191822,SMA,9,Menikah,Sales,Perempuan,0.0,0.0,50.0,0
1773,39,Wiraswasta,179016,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
1774,48,Wiraswasta,254809,10th,6,Cerai,Mesin Inspeksi,Perempuan,0.0,22316000.0,32.0,0
1775,26,Wiraswasta,333541,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,24.0,0
1776,44,Wiraswasta,175943,Sarjana,13,Menikah,Spesialis,Perempuan,0.0,0.0,20.0,0
1777,37,Wiraswasta,421633,D4,11,Cerai,Pembersih,Perempuan,0.0,0.0,40.0,0
1778,26,Pemerintah Lokal,287233,Sarjana,13,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,1
1779,48,Pemerintah Lokal,102076,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,35.0,0
1780,61,Pekerja Bebas Bukan Perusahan,140300,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,44.0,0
1781,34,Wiraswasta,302570,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,36.0,0
1782,22,Wiraswasta,147227,Sarjana,13,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,30.0,0
1783,63,Wiraswasta,108097,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,147924000.0,0.0,45.0,0
1784,46,Wiraswasta,171807,Pendidikan Tinggi,10,Cerai,Sales,Perempuan,0.0,0.0,40.0,0
1785,29,Wiraswasta,196116,Sekolah Professional,15,Cerai,Spesialis,Perempuan,30436000.0,0.0,72.0,0
1786,49,Wiraswasta,291783,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,40.0,0
1787,21,Wiraswasta,180339,D4,11,Belum Pernah Menikah,Petani,Perempuan,0.0,22428000.0,30.0,0
1788,45,Pekerja Bebas Bukan Perusahan,319122,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,197176000.0,0.0,45.0,1
1789,32,Pekerja Bebas Bukan Perusahan,158603,D4,11,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,7.0,0
1790,48,Wiraswasta,240629,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
1791,63,Kelas Lain,29859,SMA,9,Menikah,Pekerjaan Lain,Laki2,0.0,20790000.0,40.0,1
1792,51,Pemerintah Provinsi,160703,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
1793,29,Pemerintah Lokal,128091,SMA,9,Belum Pernah Menikah,Supir,Perempuan,0.0,0.0,40.0,0
1794,37,Wiraswasta,236328,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,48.0,0
1795,37,Wiraswasta,134088,D3,12,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
1796,21,Wiraswasta,300445,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
1797,43,Pemerintah Lokal,98130,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,39.0,0
1798,45,Pekerja Bebas Perusahaan,214690,Pendidikan Tinggi,10,Berpisah,Pemuka Agama,Laki2,0.0,0.0,40.0,0
1799,47,Wiraswasta,168232,Sarjana,13,Menikah,Pemuka Agama,Laki2,102172000.0,0.0,40.0,1
1800,27,Wiraswasta,217530,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
1801,56,Wiraswasta,111218,SMA,9,Menikah,Supir,Laki2,0.0,0.0,60.0,0
1802,25,Wiraswasta,164488,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1803,23,Pemerintah Lokal,267843,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,32.0,0
1804,46,Wiraswasta,204379,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,37.0,0
1805,52,Wiraswasta,110563,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,1
1806,30,Wiraswasta,88913,Pendidikan Tinggi,10,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
1807,46,Pemerintah Negara,353012,SMA,9,Menikah,Supir,Laki2,0.0,0.0,40.0,0
1808,33,Wiraswasta,116294,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,1
1809,47,Wiraswasta,183522,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,1
1810,26,Wiraswasta,198986,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1811,45,Wiraswasta,151399,12th,8,Menikah,Supir,Laki2,0.0,0.0,40.0,0
1812,50,Wiraswasta,158948,7th-8th,4,Menikah,Perbaikan Kerajinan,Laki2,47754000.0,0.0,40.0,0
1813,45,Pekerja Bebas Bukan Perusahan,123088,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,0
1814,50,Wiraswasta,153931,SMA,9,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
1815,41,Wiraswasta,152529,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
1816,32,Wiraswasta,124420,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
1817,23,Wiraswasta,210474,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,0
1818,37,Wiraswasta,94331,12th,8,Cerai,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,0
1819,38,Wiraswasta,91857,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,41.0,0
1820,43,Pemerintah Provinsi,197069,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
1821,25,Wiraswasta,207621,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
1822,22,Wiraswasta,218215,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
1823,47,Pekerja Bebas Bukan Perusahan,174533,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1824,33,Wiraswasta,201988,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,45.0,0
1825,28,Wiraswasta,38918,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,1
1826,17,Wiraswasta,191260,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,8316000.0,0.0,10.0,0
1827,29,Wiraswasta,95465,SMA,9,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,42.0,0
1828,41,Wiraswasta,221947,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0.0,26418000.0,50.0,1
1829,30,Kelas Lain,97281,Pendidikan Tinggi,10,Berpisah,Pekerjaan Lain,Laki2,0.0,0.0,60.0,0
1830,61,Kelas Lain,135285,SMA,9,Menikah,Pekerjaan Lain,Laki2,0.0,36442000.0,32.0,0
1831,44,Pemerintah Lokal,54651,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
1832,71,Wiraswasta,200418,5th-6th,3,Menikah,Supir,Laki2,0.0,0.0,40.0,0
1833,41,Wiraswasta,209547,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
1834,30,Pemerintah Lokal,94041,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,46550000.0,0.0,35.0,0
1835,53,Wiraswasta,64322,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
1836,41,Pemerintah Lokal,401134,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,40.0,0
1837,58,Wiraswasta,98725,Doktor,16,Menikah,Spesialis,Laki2,0.0,0.0,50.0,1
1838,28,Wiraswasta,65171,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0.0,0.0,70.0,0
1839,36,Wiraswasta,127306,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
1840,23,Wiraswasta,26248,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
1841,36,Wiraswasta,408229,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,32.0,0
1842,44,Pekerja Bebas Bukan Perusahan,264740,Sekolah Professional,15,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
1843,45,Wiraswasta,183786,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,35.0,0
1844,22,Kelas Lain,189203,D3,12,Belum Pernah Menikah,Pekerjaan Lain,Laki2,0.0,0.0,15.0,0
1845,32,Wiraswasta,24961,D4,11,Menikah,Tech-support,Laki2,0.0,0.0,40.0,0
1846,46,Wiraswasta,110171,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1847,41,Wiraswasta,174395,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,40.0,1
1848,18,Pekerja Bebas Bukan Perusahan,157131,11th,7,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,40.0,0
1849,38,Wiraswasta,26987,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,40.0,0
1850,36,Wiraswasta,261241,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,50.0,1
1851,47,Pemerintah Lokal,47270,D3,12,Berpisah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
1852,30,Pekerja Bebas Bukan Perusahan,90705,11th,7,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1853,30,Pekerja Bebas Perusahaan,292465,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,0
1854,57,Pekerja Bebas Bukan Perusahan,225334,Sekolah Professional,15,Menikah,Sales,Perempuan,210336000.0,0.0,35.0,1
1855,23,Pekerja Bebas Bukan Perusahan,519627,SMA,9,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,25.0,0
1856,19,Wiraswasta,240841,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,50.0,0
1857,35,Wiraswasta,180419,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,0
1858,62,Pemerintah Lokal,407669,7th-8th,4,Janda,Servis Lainnya,Perempuan,0.0,0.0,35.0,0
1859,40,Wiraswasta,109969,11th,7,Cerai,Servis Lainnya,Perempuan,0.0,0.0,20.0,0
1860,23,Wiraswasta,194247,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,0
1861,50,Wiraswasta,138944,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,60.0,0
1862,29,Wiraswasta,187750,D3,12,Menikah,Tech-support,Laki2,0.0,0.0,40.0,1
1863,30,Wiraswasta,156464,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,0
1864,49,Pekerja Bebas Perusahaan,257764,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,0
1865,45,Wiraswasta,67716,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,147280000.0,0.0,48.0,1
1866,25,Wiraswasta,193787,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,60.0,0
1867,24,Pemerintah Negara,215797,Sarjana,13,Belum Pernah Menikah,Tech-support,Perempuan,0.0,0.0,40.0,0
1868,23,Pekerja Bebas Perusahaan,284651,Sarjana,13,Cerai,Sales,Perempuan,0.0,0.0,43.0,0
1869,40,Wiraswasta,168071,D3,12,Cerai,Spesialis,Laki2,0.0,0.0,50.0,0
1870,53,Wiraswasta,200190,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,1
1871,17,Wiraswasta,132187,10th,6,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,15.0,0
1872,33,Wiraswasta,520033,12th,8,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,0
1873,20,Wiraswasta,259496,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,20.0,0
1874,25,Wiraswasta,503012,5th-6th,3,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1875,55,Pemerintah Provinsi,107157,SMA,9,Menikah,Penjaga,Laki2,0.0,0.0,40.0,0
1876,72,Wiraswasta,132753,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0.0,0.0,15.0,0
1877,25,Wiraswasta,189334,11th,7,Menikah,Supir,Laki2,0.0,0.0,40.0,0
1878,45,Wiraswasta,168837,Pendidikan Tinggi,10,Cerai,Sales,Perempuan,0.0,0.0,40.0,0
1879,44,Wiraswasta,200194,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,0
1880,27,Kelas Lain,224421,Pendidikan Tinggi,10,Cerai,Pekerjaan Lain,Laki2,0.0,0.0,40.0,0
1881,17,Wiraswasta,36801,10th,6,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,18.0,0
1882,44,Wiraswasta,182383,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Perempuan,0.0,0.0,35.0,0
1883,54,Pekerja Bebas Bukan Perusahan,52634,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,40.0,0
1884,27,Wiraswasta,189974,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,20.0,0
1885,21,Wiraswasta,68358,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,20.0,0
1886,31,Wiraswasta,162572,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,16.0,0
